,SK_ID_CURR,TARGET,CODE_GENDER,FLAG_OWN_CAR,AMT_GOODS_PRICE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,FLAG_EMP_PHONE,FLAG_PHONE,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,EXT_SOURCE_2,EXT_SOURCE_3,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_3,FLAG_DOCUMENT_6,AMT_REQ_CREDIT_BUREAU_HOUR,NAME_CONTRACT_TYPE_Cash loans,NAME_CONTRACT_TYPE_Revolving loans,NAME_INCOME_TYPE_Pensioner,NAME_INCOME_TYPE_Working,NAME_EDUCATION_TYPE_Higher education,NAME_EDUCATION_TYPE_Secondary / secondary special,NAME_FAMILY_STATUS_Civil marriage,NAME_FAMILY_STATUS_Married,NAME_HOUSING_TYPE_House / apartment,NAME_HOUSING_TYPE_Rented apartment,NAME_HOUSING_TYPE_With parents,OCCUPATION_TYPE_Drivers,OCCUPATION_TYPE_Laborers,OCCUPATION_TYPE_Security staff,ORGANIZATION_TYPE_Business Entity Type 3,ORGANIZATION_TYPE_Industry: type 10,ORGANIZATION_TYPE_Security,ORGANIZATION_TYPE_Self-employed,ORGANIZATION_TYPE_XNA,HOUSETYPE_MODE_block of flats,WALLSMATERIAL_MODE_Panel,EMERGENCYSTATE_MODE_No,DAYS_EMPLOYED_PERC,ANNUITY_INCOME_PERC,BURO_DAYS_CREDIT_MIN,BURO_DAYS_CREDIT_MAX,BURO_DAYS_CREDIT_MEAN,BURO_DAYS_CREDIT_VAR,BURO_DAYS_CREDIT_ENDDATE_MIN,BURO_DAYS_CREDIT_ENDDATE_MAX,BURO_DAYS_CREDIT_ENDDATE_MEAN,BURO_DAYS_CREDIT_UPDATE_MEAN,BURO_AMT_CREDIT_SUM_MEAN,BURO_AMT_CREDIT_SUM_OVERDUE_MEAN,BURO_CREDIT_ACTIVE_Active_MEAN,BURO_CREDIT_ACTIVE_Bad debt_MEAN,BURO_CREDIT_ACTIVE_Closed_MEAN,BURO_CREDIT_CURRENCY_currency 1_MEAN,BURO_CREDIT_TYPE_Consumer credit_MEAN,BURO_CREDIT_TYPE_Credit card_MEAN,BURO_CREDIT_TYPE_Loan for working capital replenishment_MEAN,BURO_CREDIT_TYPE_Mortgage_MEAN,CLOSED_DAYS_CREDIT_MIN,CLOSED_DAYS_CREDIT_MAX,CLOSED_DAYS_CREDIT_MEAN,CLOSED_DAYS_CREDIT_ENDDATE_MIN,CLOSED_DAYS_CREDIT_UPDATE_MEAN,CLOSED_AMT_CREDIT_SUM_MAX,CLOSED_AMT_CREDIT_SUM_MEAN,CLOSED_MONTHS_BALANCE_SIZE_SUM,PREV_RATE_DOWN_PAYMENT_MAX,PREV_RATE_DOWN_PAYMENT_MEAN,PREV_DAYS_DECISION_MIN,PREV_DAYS_DECISION_MEAN,PREV_CNT_PAYMENT_MEAN,PREV_NAME_CONTRACT_TYPE_Cash loans_MEAN,PREV_NAME_CONTRACT_TYPE_Revolving loans_MEAN,PREV_NAME_CONTRACT_TYPE_XNA_MEAN,PREV_FLAG_LAST_APPL_PER_CONTRACT_Y_MEAN,PREV_NAME_CASH_LOAN_PURPOSE_Car repairs_MEAN,PREV_NAME_CONTRACT_STATUS_Approved_MEAN,PREV_NAME_CONTRACT_STATUS_Refused_MEAN,PREV_NAME_PAYMENT_TYPE_XNA_MEAN,PREV_CODE_REJECT_REASON_HC_MEAN,PREV_CODE_REJECT_REASON_LIMIT_MEAN,PREV_CODE_REJECT_REASON_SCO_MEAN,PREV_CODE_REJECT_REASON_SCOFR_MEAN,PREV_CODE_REJECT_REASON_XAP_MEAN,PREV_NAME_TYPE_SUITE_nan_MEAN,PREV_NAME_CLIENT_TYPE_New_MEAN,PREV_NAME_CLIENT_TYPE_Refreshed_MEAN,PREV_NAME_GOODS_CATEGORY_Computers_MEAN,PREV_NAME_GOODS_CATEGORY_Mobile_MEAN,PREV_NAME_GOODS_CATEGORY_XNA_MEAN,PREV_NAME_PORTFOLIO_Cards_MEAN,PREV_NAME_PORTFOLIO_XNA_MEAN,PREV_NAME_PRODUCT_TYPE_walk-in_MEAN,PREV_CHANNEL_TYPE_AP+ (Cash loan)_MEAN,PREV_NAME_SELLER_INDUSTRY_Connectivity_MEAN,PREV_NAME_SELLER_INDUSTRY_Furniture_MEAN,PREV_NAME_SELLER_INDUSTRY_XNA_MEAN,PREV_NAME_YIELD_GROUP_XNA_MEAN,PREV_NAME_YIELD_GROUP_high_MEAN,PREV_NAME_YIELD_GROUP_low_action_MEAN,PREV_NAME_YIELD_GROUP_low_normal_MEAN,PREV_PRODUCT_COMBINATION_Card Street_MEAN,PREV_PRODUCT_COMBINATION_Cash_MEAN,PREV_PRODUCT_COMBINATION_Cash Street: high_MEAN,PREV_PRODUCT_COMBINATION_Cash X-Sell: high_MEAN,PREV_PRODUCT_COMBINATION_Cash X-Sell: low_MEAN,PREV_PRODUCT_COMBINATION_POS household without interest_MEAN,PREV_PRODUCT_COMBINATION_nan_MEAN,APPROVED_AMT_ANNUITY_MAX,APPROVED_AMT_DOWN_PAYMENT_MAX,APPROVED_RATE_DOWN_PAYMENT_MAX,APPROVED_RATE_DOWN_PAYMENT_MEAN,APPROVED_DAYS_DECISION_MIN,APPROVED_DAYS_DECISION_MEAN,APPROVED_CNT_PAYMENT_MEAN,POS_MONTHS_BALANCE_MEAN,POS_MONTHS_BALANCE_SIZE,POS_NAME_CONTRACT_STATUS_Active_MEAN,POS_COUNT,INSTAL_PAYMENT_DIFF_MAX,INSTAL_DAYS_ENTRY_PAYMENT_MEAN,INSTAL_DAYS_ENTRY_PAYMENT_SUM
41051,147542,0.0,1,0,247500.0,0.00712,-10782,-1831.0,-3766.0,-1207,1,0,2,2,0,0,0,0.6051242719170293,0.6397075677637197,-637.0,0,0,0.0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1698200704878501,0.11,-392.0,-392.0,-392.0,,1434.0,1434.0,1434.0,-12.0,1719000.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,0.1040092092744766,0.0346697364248255,-637.0,-299.0,10.0,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19509.075,11001.15,0.1040092092744766,0.0520046046372383,-637.0,-383.5,9.0,-12.727272727272728,11.0,0.9090909090909092,11.0,19377.225,-370.3636363636364,-4074.0
37311,143224,0.0,1,0,315000.0,0.031329,-23351,,-5516.0,-5519,0,1,2,2,0,0,0,0.4430121936161893,0.6940926425266661,-455.0,0,1,0.0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,0.1171153846153846,-671.0,-607.0,-639.0,2048.0,1155.0,10350.0,5752.5,-460.5,339750.0,0.0,0.0,0.0,1.0,1.0,0.5,0.5,0.0,0.0,-671.0,-607.0,-639.0,1155.0,-460.5,675000.0,339750.0,41.0,,,-2691.0,-1336.0,27.0,0.75,0.25,0.0,1.0,0.0,1.0,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.25,0.0,0.25,0.25,0.75,0.0,0.25,0.25,0.25,0.0,0.25,0.25,0.0,0.25,0.0,0.25,0.0,0.0,27748.665,,,,-2691.0,-1336.0,27.0,-22.18421052631579,38.0,0.9473684210526316,38.0,0.0,-1273.0143884892086,-176949.0
1391,101632,0.0,0,1,900000.0,0.019101,-12183,-1351.0,-744.0,-3965,1,1,2,2,0,1,1,0.3168116740800984,0.2851799046358216,-283.0,1,0,0.0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1108922268735122,0.17806,-966.0,-123.0,-544.5,355324.5,181.0,181.0,181.0,-8.0,1414296.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,0.0994574797918281,0.049728739895914,-472.0,-377.5,18.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15652.575,13495.5,0.0994574797918281,0.049728739895914,-472.0,-377.5,18.0,-7.24,25.0,1.0,25.0,11601.945000000002,-203.72,-5093.0
6177,107212,0.0,1,0,108000.0,0.015221,-11852,-3403.0,-1609.0,-1206,1,1,2,2,0,1,1,0.5204475964269659,0.633031641417419,-730.0,1,0,0.0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2871245359433007,0.03905,-2881.0,-279.0,-1099.4444444444443,974460.7777777778,-2492.0,8894.0,541.1111111111111,-702.5555555555555,1071137.0,0.0,0.2222222222222222,0.0,0.7777777777777778,1.0,0.6666666666666666,0.2222222222222222,0.0,0.1111111111111111,-2881.0,-487.0,-1331.142857142857,-2492.0,-898.7142857142857,1350000.0,284319.0,309.0,0.099480987078044,0.024870246769511,-730.0,-319.75,11.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.25,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9250.425,5251.5,0.099480987078044,0.024870246769511,-730.0,-319.75,11.5,-7.6923076923076925,13.0,0.9230769230769232,13.0,0.0,-150.72727272727272,-1658.0
4458,105211,0.0,0,1,1350000.0,0.030755,-13583,-316.0,-7715.0,-4131,1,0,2,2,0,0,0,,0.375711009574066,-908.0,1,0,0.0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0.0232643745858794,0.2651052631578947,-2721.0,-641.0,-1482.75,351398.50000000006,-2507.0,1205.0,-260.0,-994.625,305376.51375,0.0,0.375,0.0,0.625,1.0,0.5,0.375,0.0,0.0,-2721.0,-1088.0,-1607.4,-2507.0,-1260.6,1957860.0,457102.422,0.0,0.0994698590922987,0.0994698590922987,-908.0,-908.0,12.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11246.895,10755.0,0.0994698590922987,0.0994698590922987,-908.0,-908.0,12.0,-24.0,13.0,0.9230769230769232,13.0,11225.16,-714.1538461538462,-9284.0
37837,143827,0.0,1,0,225000.0,0.00496,-16420,-712.0,-6429.0,-4518,1,0,2,2,0,0,0,0.7075518371328813,0.5495965024956946,-916.0,0,0,0.0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0.043361753958587,0.0892857142857142,-651.0,-28.0,-404.0,67922.0,-528.0,218.0,-205.3333333333333,-277.0,39377.46,0.0,0.3333333333333333,0.0,0.6666666666666666,1.0,1.0,0.0,0.0,0.0,-651.0,-397.0,-559.5,-528.0,-410.25,85500.0,39424.815,0.0,0.0,0.0,-916.0,-513.625,20.666666666666668,0.75,0.0,0.0,1.0,0.0,0.75,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.5,0.125,0.0,0.0,0.0,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.75,0.25,0.0,0.0,0.375,0.0,0.25,0.0,0.0,0.375,0.0,0.0,34230.33,0.0,0.0,0.0,-916.0,-557.3333333333334,20.666666666666668,-15.571428571428571,42.0,0.8809523809523809,42.0,34204.365000000005,-456.95,-18278.0
19436,122668,0.0,1,1,810000.0,0.04622,-20189,-2587.0,-3793.0,-3347,1,1,1,1,0,1,1,0.6009574658248277,0.4596904504249018,-2187.0,1,0,0.0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0.1281390856406954,0.2013,-2691.0,-8.0,-1229.4444444444443,1239937.5277777778,-2294.0,1095.0,-639.2222222222222,-803.8888888888889,295799.38,0.0,0.3333333333333333,0.0,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.0,0.0,-2691.0,-458.0,-1395.0,-2294.0,-1084.6666666666667,429012.0,199949.07,0.0,0.1029985107591858,0.1029985107591858,-2187.0,-2187.0,10.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,30202.47,28395.0,0.1029985107591858,0.1029985107591858,-2187.0,-2187.0,10.0,-67.5,10.0,1.0,10.0,30202.29,-2009.071428571429,-28127.0
7481,108723,0.0,1,0,355500.0,0.028663,-16700,-9186.0,-2974.0,-242,1,0,2,2,0,0,0,0.232558807041492,,-1117.0,1,0,,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0.5500598802395209,0.2937857142857142,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0999978193448342,0.0974532563013529,-2148.0,-1702.25,11.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6549.255,6205.5,0.0999978193448342,0.0974532563013529,-2148.0,-1702.25,11.5,-49.85106382978724,47.0,0.9361702127659576,47.0,2424.96,-1537.2444444444443,-69176.0
6406,107474,0.0,1,0,157500.0,0.072508,-18398,-2495.0,-3355.0,-1947,1,1,1,1,0,0,0,0.6958211591215707,0.6313545365850379,-659.0,1,0,0.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0.1356125665833242,0.0446444444444444,-2848.0,-623.0,-2225.7,437279.7888888889,-2514.0,792.0,-1425.7,-1647.6,442046.79,0.0,0.1,0.0,0.9,1.0,0.7,0.2,0.0,0.0,-2848.0,-1800.0,-2403.777777777778,-2514.0,-1827.555555555556,2079000.0,419163.1,587.0,0.1089344638432158,0.0435688985637865,-2357.0,-1198.6666666666667,17.428571428571427,0.7777777777777778,0.0,0.0,1.0,0.0,0.6666666666666666,0.1111111111111111,0.2222222222222222,0.0,0.1111111111111111,0.0,0.0,0.8888888888888888,0.2222222222222222,0.1111111111111111,0.0,0.1111111111111111,0.0,0.7777777777777778,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.7777777777777778,0.2222222222222222,0.3333333333333333,0.0,0.3333333333333333,0.0,0.2222222222222222,0.0,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.0,37069.875,11592.0,0.1089344638432158,0.0544611232047331,-2357.0,-1422.8333333333333,16.333333333333332,-48.07936507936508,63.0,0.9365079365079364,63.0,8104.634999999999,-1495.65,-89739.0
19276,122490,0.0,1,0,1125000.0,0.020713,-22523,,-849.0,-3842,0,0,3,2,0,0,0,0.3906288247362647,0.5989262182569273,0.0,1,0,0.0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,,0.3087428571428571,-2348.0,-507.0,-1549.6666666666667,523893.0666666666,-2011.0,42.0,-1062.5,-1252.5,142320.44999999998,0.0,0.0,0.0,0.8333333333333334,1.0,0.8333333333333334,0.1666666666666666,0.0,0.0,-2348.0,-507.0,-1686.2,-2011.0,-1374.8,282183.75,155227.13999999998,0.0,0.0871324824422169,0.0459617493516293,-2845.0,-2138.6666666666665,10.0,0.3333333333333333,0.0,0.0,1.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,10849.86,6021.0,0.0871324824422169,0.0459617493516293,-2845.0,-2138.6666666666665,10.0,-63.3235294117647,34.0,0.9117647058823528,34.0,0.0,-1892.9333333333327,-56788.0
17910,120879,0.0,1,0,139500.0,0.010147,-24078,,-7030.0,-4467,0,1,2,2,0,0,0,0.6562165464067312,0.722392890081304,-500.0,1,0,0.0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,,0.0759333333333333,-2837.0,-51.0,-1257.6666666666667,757913.1515151516,-2470.0,680.0,-844.75,-622.0833333333334,118189.125,0.0,0.0833333333333333,0.0,0.9166666666666666,1.0,1.0,0.0,0.0,0.0,-2837.0,-153.0,-1367.3636363636365,-2470.0,-677.3636363636364,180000.0,115433.59090909093,0.0,,,-499.0,-288.5,36.0,0.75,0.25,0.0,1.0,0.0,0.5,0.25,0.5,0.25,0.0,0.0,0.0,0.75,0.5,0.0,0.25,0.0,0.0,1.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.5,0.25,0.25,0.0,0.0,0.0,0.0,0.0,14327.145,,,,-499.0,-430.0,36.0,-7.642857142857143,28.0,1.0,28.0,0.0,-237.4814814814815,-6412.0
37868,143864,0.0,0,1,900000.0,0.006305,-14034,-1416.0,-4396.0,-4396,1,0,3,3,0,0,0,0.4213840573579377,,-734.0,0,0,,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0.1008978195810175,0.2187777777777777,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-734.0,-610.0,15.0,0.5,0.0,0.0,1.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16471.935,0.0,0.0,0.0,-734.0,-734.0,6.0,-21.5,6.0,0.8333333333333334,6.0,0.0,-658.8,-3294.0
27244,131660,0.0,1,0,900000.0,0.028663,-11422,-263.0,-4991.0,-3436,1,0,2,2,1,1,0,0.6146658455744086,0.7047064232963289,0.0,1,0,0.0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0230257398003852,0.3413666666666666,-2610.0,-1112.0,-2148.25,487330.9166666667,-2123.0,-808.0,-1602.3333333333333,-591.75,92652.75,0.0,0.25,0.0,0.75,1.0,0.75,0.25,0.0,0.0,-2506.0,-1112.0,-1994.3333333333333,-1876.0,-613.3333333333334,216216.0,94048.5,111.0,0.0,0.0,-938.0,-642.0,10.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36867.6,0.0,0.0,0.0,-938.0,-642.0,10.0,-24.5,14.0,0.7857142857142857,14.0,36866.7,-1594.2348484848485,-210439.0
27779,132297,0.0,0,0,742500.0,0.032561,-17023,-3068.0,-1275.0,-562,1,1,1,1,0,0,0,0.7265487694460562,0.3077366963789207,-2238.0,1,0,0.0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0.1802267520413558,0.13528,-2452.0,-275.0,-1363.5,2369664.5,-625.0,-625.0,-625.0,-563.0,1165500.0,0.0,0.5,0.0,0.5,1.0,0.0,0.5,0.0,0.0,-2452.0,-2452.0,-2452.0,-625.0,-1114.0,1701000.0,1701000.0,0.0,0.2142880678582018,0.0535720169645504,-2528.0,-1597.1666666666667,12.0,0.5,0.1666666666666666,0.0,1.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.1666666666666666,0.1666666666666666,0.0,0.0,0.6666666666666666,0.1666666666666666,0.0,0.1666666666666666,0.0,0.0,0.0,0.6666666666666666,0.1666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.1666666666666666,0.0,0.0,52899.435,17100.0,0.2142880678582018,0.0535720169645504,-2528.0,-1597.1666666666667,12.0,-43.75806451612903,62.0,0.935483870967742,62.0,51708.15,-871.063492063492,-109754.0
5618,106573,0.0,1,1,225000.0,0.028663,-11349,-331.0,-997.0,-3718,1,0,2,2,0,0,0,0.3966468287376925,0.5513812618027899,-1865.0,1,0,0.0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0291655652480394,0.12435,-2878.0,-164.0,-1828.3333333333333,2124810.333333333,-2513.0,1296.0,-611.3333333333334,-812.3333333333334,1330056.195,0.0,0.3333333333333333,0.0,0.6666666666666666,1.0,0.6666666666666666,0.0,0.0,0.0,-2878.0,-2443.0,-2660.5,-2513.0,-1216.5,1650168.585,870084.2925,0.0,0.1044017888063184,0.0695571436924682,-2871.0,-1204.5384615384614,8.666666666666666,0.6153846153846154,0.1538461538461538,0.0,1.0,0.0,0.5384615384615384,0.1538461538461538,0.3846153846153846,0.1538461538461538,0.0,0.0,0.0,0.7692307692307693,0.3846153846153846,0.0,0.0,0.0,0.0769230769230769,0.7692307692307693,0.1538461538461538,0.3076923076923077,0.1538461538461538,0.0,0.0,0.0769230769230769,0.6923076923076923,0.4615384615384615,0.0769230769230769,0.0,0.0769230769230769,0.1538461538461538,0.2307692307692307,0.0,0.0769230769230769,0.0,0.0,0.0,55100.565,8950.5,0.1044017888063184,0.1043357155387023,-2871.0,-1537.142857142857,8.571428571428571,-50.47058823529412,51.0,0.9019607843137256,51.0,7006.77,-1869.9444444444443,-269272.0
28182,132753,0.0,1,1,900000.0,0.0116569999999999,-9048,-2079.0,-3534.0,-1722,1,0,1,1,0,0,0,0.7017905918277256,,-118.0,1,0,,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2297745358090185,0.1137285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-1460.0,-513.4,31.33333333333333,0.4,0.0,0.0,1.0,0.0,0.6,0.0,0.2,0.0,0.0,0.0,0.0,0.8,0.6,0.2,0.0,0.2,0.4,0.4,0.0,0.4,0.0,0.0,0.4,0.0,0.4,0.4,0.0,0.0,0.6,0.0,0.2,0.0,0.0,0.2,0.0,0.0,37801.845,0.0,0.0,0.0,-1460.0,-671.0,31.33333333333333,-26.473684210526315,38.0,0.9210526315789472,38.0,0.0,-829.5714285714286,-29035.0
41893,148508,0.0,1,0,675000.0,0.031329,-22369,-3303.0,-3360.0,-3367,1,0,2,2,0,0,0,0.6136242679167541,,0.0,1,0,,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1476597076310966,0.28492,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5556586270871987,0.3354724097919708,-2454.0,-1962.6,11.2,0.2,0.2,0.0,1.0,0.0,0.6,0.4,0.2,0.0,0.0,0.4,0.0,0.6,0.2,0.2,0.2,0.2,0.6,0.2,0.2,0.0,0.2,0.2,0.6,0.0,0.2,0.2,0.4,0.0,0.4,0.2,0.0,0.2,0.0,0.0,0.0,0.0,26123.04,15750.0,0.3390090876750428,0.2520865054003747,-2454.0,-1659.6666666666667,17.333333333333332,-61.76923076923077,13.0,0.6923076923076923,13.0,0.0,-1921.6666666666667,-17295.0
11128,112964,0.0,1,0,346500.0,0.031329,-15354,-2108.0,-12506.0,-4257,1,0,2,2,0,0,0,0.2652563401861944,,-639.0,1,0,0.0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0.1372932134948547,0.169074074074074,-2528.0,-2528.0,-2528.0,,-2162.0,-2162.0,-2162.0,-1876.0,123300.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,-2528.0,-2528.0,-2528.0,-2162.0,-1876.0,123300.0,123300.0,0.0,0.0959478422028064,0.0479739211014032,-639.0,-476.0,7.0,0.25,0.25,0.0,1.0,0.0,0.75,0.25,0.25,0.25,0.0,0.0,0.0,0.75,0.75,0.25,0.0,0.25,0.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20676.645,5989.5,0.0959478422028064,0.0479739211014032,-639.0,-502.3333333333333,9.333333333333334,-11.0,26.0,0.9230769230769232,26.0,0.0,-305.0434782608696,-7016.0
14335,116721,0.0,1,0,225000.0,0.009334,-19307,-8180.0,-8152.0,-2849,1,0,2,2,0,0,0,0.6169112339585752,0.7352209993926424,-1522.0,1,0,0.0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0.4236805303775832,0.1339761904761904,-2910.0,-152.0,-1284.75,1362140.5,-2596.0,944.0,-716.75,-872.375,374926.5,0.0,0.25,0.0,0.75,1.0,0.875,0.125,0.0,0.0,-2910.0,-354.0,-1627.1666666666667,-2596.0,-1154.8333333333333,720000.0,268152.0,0.0,0.5445504419105187,0.5445504419105187,-1522.0,-1015.0,12.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,48322.125,245668.5,0.5445504419105187,0.5445504419105187,-1522.0,-1015.0,12.0,-25.0,18.0,0.8888888888888888,18.0,0.0,-751.0625,-12017.0
16330,119044,0.0,1,1,679500.0,0.020246,-16928,-2191.0,-7811.0,-465,1,0,3,3,0,1,1,0.3443889625705626,0.2721336844147212,-1501.0,1,0,0.0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0.1294305293005671,0.1578,-2875.0,-54.0,-1230.0,978018.7142857144,-2232.0,442.0,-712.5333333333333,-664.8666666666667,191543.511,0.0,0.2666666666666666,0.0,0.7333333333333333,1.0,0.9333333333333332,0.0666666666666666,0.0,0.0,-2875.0,-294.0,-1587.6363636363635,-2232.0,-902.3636363636364,480501.9,154177.97318181818,0.0,0.3056006380473725,0.0936537221509653,-2252.0,-1031.2,18.0,0.2,0.1,0.0,0.9,0.0,0.5,0.4,0.2,0.4,0.0,0.0,0.0,0.5,0.7,0.0,0.1,0.3,0.2,0.3,0.1,0.3,0.0,0.0,0.5,0.0,0.3,0.4,0.2,0.0,0.3,0.0,0.1,0.0,0.0,0.1,0.0,0.0,14581.35,21532.5,0.3056006380473725,0.1311152110113514,-2252.0,-1394.8,13.2,-39.83636363636364,55.0,0.9454545454545454,55.0,0.0,-1191.5,-61958.0
